latitude,longitude,altitude,date
48.871041,2.345234,-208.15,2009-04-27 09:00:13
48.871062,2.345205,156.65,2009-04-27 09:00:18
48.871108,2.345218,-61.48,2009-04-27 09:00:23
48.871094,2.345201,-158.24,2009-04-27 09:00:28
48.871127,2.345216,114.37,2009-04-27 09:00:33
48.871163,2.345234,-137.35,2009-04-27 09:00:38
48.871101,2.344858,-189.32,2009-04-27 09:03:41
48.87105,2.34484,-16.46,2009-04-27 09:03:46
48.871021,2.34488,-134.68,2009-04-27 09:03:51
48.871021,2.344897,-283.31,2009-04-27 09:03:56
48.87101,2.344944,226.87,2009-04-27 09:04:01
48.87097,2.345047,386.43,2009-04-27 09:04:06
48.870963,2.345116,-12.06,2009-04-27 09:04:11
48.870999,2.345184,145.57,2009-04-27 09:04:16
48.870993,2.345205,297.75,2009-04-27 09:04:21
48.870992,2.345247,279.13,2009-04-27 09:04:26
48.871012,2.345279,267.46,2009-04-27 09:04:31
48.870988,2.345232,-250.4,2009-04-27 09:04:36
48.870967,2.345173,-330.64,2009-04-27 09:04:41
48.870944,2.345098,323.06,2009-04-27 09:04:46
48.870934,2.345072,-264.78,2009-04-27 09:04:51
48.870931,2.345059,110.97,2009-04-27 09:04:56
48.870958,2.34507,19.9,2009-04-27 09:05:01
48.870951,2.345125,-42.93,2009-04-27 09:05:06
48.870913,2.345161,-13.47,2009-04-27 09:05:11
48.870875,2.345205,-199.22,2009-04-27 09:05:16
48.870924,2.345162,192.57,2009-04-27 09:05:21
48.871011,2.34515,52.46,2009-04-27 09:05:26
48.871062,2.345095,268.31,2009-04-27 09:05:31
48.871113,2.345066,323.58,2009-04-27 09:05:36
48.871116,2.345032,-99.73,2009-04-27 09:05:41
48.871152,2.345016,-156.95,2009-04-27 09:05:46
48.871152,2.345016,73.94,2009-04-27 09:05:49
48.871149,2.345021,-72.66,2009-04-27 09:05:51
48.87116,2.345055,398.95,2009-04-27 09:05:56
48.87116,2.345055,-54.29,2009-04-27 09:05:59
48.871161,2.345059,245.79,2009-04-27 09:06:01
48.871145,2.34503,160.62,2009-04-27 09:06:06
48.871121,2.345003,444.48,2009-04-27 09:06:11
48.871065,2.344977,39.99,2009-04-27 09:06:16
48.871022,2.344922,126.12,2009-04-27 09:06:21
48.871045,2.344873,548.59,2009-04-27 09:06:26
48.87102,2.344854,117.03,2009-04-27 09:06:31
48.870996,2.344789,47.91,2009-04-27 09:06:36
48.870932,2.344743,-171.71,2009-04-27 09:06:41
48.870957,2.344874,-51.69,2009-04-27 09:06:44
48.871,2.344963,41.54,2009-04-27 09:06:49
48.871006,2.345003,-340.28,2009-04-27 09:06:54
48.870987,2.344993,97.1,2009-04-27 09:06:59
48.870987,2.344993,13.05,2009-04-27 09:07:02
48.87098,2.344993,229.56,2009-04-27 09:07:04
48.87098,2.345028,173.11,2009-04-27 09:07:09
48.870992,2.345043,-289.09,2009-04-27 09:07:14
48.87101,2.345035,50.49,2009-04-27 09:07:19
48.871021,2.345044,-142.95,2009-04-27 09:07:24
48.871026,2.345061,425.67,2009-04-27 09:07:29
48.871017,2.345091,154.31,2009-04-27 09:07:34
48.871045,2.345166,-324.81,2009-04-27 09:07:39
48.871012,2.34513,-644.39,2009-04-27 09:07:44
48.871018,2.345149,233.37,2009-04-27 09:07:49
48.871025,2.345127,143.1,2009-04-27 09:07:54
48.871026,2.345141,-32.35,2009-04-27 09:07:59
48.871055,2.345228,-43.15,2009-04-27 09:08:04
48.871089,2.345315,-166.51,2009-04-27 09:08:09
48.871147,2.345319,368.00,2009-04-27 09:08:14
48.871158,2.345321,-137.97,2009-04-27 09:08:19
48.871175,2.345312,70.26,2009-04-27 09:08:24
48.871227,2.345268,-65.61,2009-04-27 09:08:29
48.871243,2.345196,171.72,2009-04-27 09:08:34
48.871263,2.345177,-145.66,2009-04-27 09:08:39
48.871203,2.345133,-339.12,2009-04-27 09:08:44
48.87121,2.345243,-377.9,2009-04-27 09:08:49
48.871236,2.345263,258.06,2009-04-27 09:08:54
48.871255,2.345292,-116.3,2009-04-27 09:08:59
48.871241,2.345288,-396.6,2009-04-27 09:09:04
48.871235,2.345287,-99.51,2009-04-27 09:09:09
48.871235,2.345287,338.72,2009-04-27 09:09:12
48.871232,2.345282,162.25,2009-04-27 09:09:14
48.871223,2.345281,-410.23,2009-04-27 09:09:19
48.871213,2.345254,-58.46,2009-04-27 09:09:24
48.871201,2.345269,221.85,2009-04-27 09:09:29
48.87119,2.34529,-346.63,2009-04-27 09:09:34
48.871153,2.345323,67.45,2009-04-27 09:09:39
48.871097,2.345329,-272.29,2009-04-27 09:09:44
48.871051,2.3453,-359.11,2009-04-27 09:09:49
48.871053,2.34531,-56.49,2009-04-27 09:09:54
48.871066,2.345302,172.38,2009-04-27 09:09:59
48.871073,2.345266,-484.09,2009-04-27 09:10:04
48.871085,2.345273,220.39,2009-04-27 09:10:09
48.871136,2.345188,-10.69,2009-04-27 09:10:14
48.871175,2.345223,255.98,2009-04-27 09:10:19
48.871212,2.345248,93.83,2009-04-27 09:10:24
48.871217,2.345229,-314.97,2009-04-27 09:10:29
48.871286,2.34528,-53.25,2009-04-27 09:10:34
48.871309,2.345314,477.24,2009-04-27 09:10:39
48.871306,2.345303,206.41,2009-04-27 09:10:44
48.871276,2.345297,-255.44,2009-04-27 09:10:49
48.871287,2.345331,-145.38,2009-04-27 09:10:54
48.87129,2.345409,317.26,2009-04-27 09:10:59
48.871352,2.345517,58.08,2009-04-27 09:11:02
48.87138,2.34555,168.45,2009-04-27 09:11:07
48.871363,2.345529,-35.43,2009-04-27 09:11:12
48.871341,2.345484,-235.25,2009-04-27 09:11:17
48.871314,2.345435,45.16,2009-04-27 09:11:22
48.871321,2.345431,-168.66,2009-04-27 09:11:27
48.871321,2.345431,-26.19,2009-04-27 09:11:30
48.87132,2.345438,-484.59,2009-04-27 09:11:32
48.871304,2.345421,379.87,2009-04-27 09:11:37
48.871298,2.345396,117.49,2009-04-27 09:11:42
48.871298,2.345396,64.57,2009-04-27 09:11:45
48.871302,2.3454,-24.38,2009-04-27 09:11:47
48.871341,2.345371,-515.19,2009-04-27 09:11:52
48.871364,2.345322,-455.48,2009-04-27 09:11:57
48.871365,2.345342,256.92,2009-04-27 09:12:02
48.871365,2.345342,33.99,2009-04-27 09:12:05
48.87136,2.345342,-97.02,2009-04-27 09:12:07
48.871358,2.345367,-7.78,2009-04-27 09:12:12
48.871326,2.345414,373.04,2009-04-27 09:12:17
48.871276,2.345428,209.34,2009-04-27 09:12:22
48.871259,2.34541,4.61,2009-04-27 09:12:27
48.871252,2.345404,-212.96,2009-04-27 09:12:32
48.871252,2.345404,-65.62,2009-04-27 09:12:35
48.871255,2.345398,-431.05,2009-04-27 09:12:37
48.871229,2.345383,-131.45,2009-04-27 09:12:42
48.871218,2.345361,-136.56,2009-04-27 09:12:47
48.871247,2.345384,-357.14,2009-04-27 09:12:52
48.871218,2.345373,-154.5,2009-04-27 09:12:57
48.871175,2.345346,-114.05,2009-04-27 09:13:02
48.87115,2.345317,-46.88,2009-04-27 09:13:07
48.871149,2.345281,262.65,2009-04-27 09:13:12
48.871161,2.345288,359.49,2009-04-27 09:13:17
48.871184,2.345304,126.04,2009-04-27 09:13:22
48.871191,2.345327,-22.99,2009-04-27 09:13:27
48.871212,2.345345,126.49,2009-04-27 09:13:32
48.871224,2.345361,47.35,2009-04-27 09:13:37
48.871237,2.345355,-79.07,2009-04-27 09:13:42
48.871266,2.345346,-110.5,2009-04-27 09:13:47
48.87129,2.345372,-33.42,2009-04-27 09:13:52
48.871314,2.345382,44.48,2009-04-27 09:13:57
48.871362,2.345399,274.35,2009-04-27 09:14:02
48.871415,2.345418,208.6,2009-04-27 09:14:07
48.871425,2.345403,-364.83,2009-04-27 09:14:12
48.871429,2.345374,-376.6,2009-04-27 09:14:17
48.871431,2.345365,-320.4,2009-04-27 09:14:22
48.871434,2.345358,166.6,2009-04-27 09:14:27
48.871437,2.345359,-97.33,2009-04-27 09:14:32
48.871436,2.345358,-152.76,2009-04-27 09:14:37
48.871436,2.345358,-91.98,2009-04-27 09:14:40
48.871443,2.345352,-284.15,2009-04-27 09:14:42
48.871453,2.345334,-290.37,2009-04-27 09:14:47
48.871462,2.345312,-111.04,2009-04-27 09:14:52
48.87142,2.345301,195.98,2009-04-27 09:14:57
48.871394,2.345337,196.52,2009-04-27 09:15:02
48.871378,2.345327,5.7,2009-04-27 09:15:07
48.871386,2.345334,-325.2,2009-04-27 09:15:12
48.871394,2.345341,-49.6,2009-04-27 09:15:17
48.871394,2.345341,-186.84,2009-04-27 09:15:20
48.871394,2.345346,202.08,2009-04-27 09:15:22
48.871362,2.34536,188.14,2009-04-27 09:15:27
48.871408,2.345398,316.28,2009-04-27 09:15:32
48.871445,2.345401,314.28,2009-04-27 09:15:37
48.871487,2.345392,-319.81,2009-04-27 09:15:42
48.870841,2.345078,2.41,2009-04-27 09:18:53
48.870972,2.34531,-469.58,2009-04-27 09:18:55
48.871011,2.345279,149.1,2009-04-27 09:19:00
48.871017,2.345286,272.38,2009-04-27 09:19:05
48.871013,2.345278,374.81,2009-04-27 09:19:10
48.871012,2.345277,-513.45,2009-04-27 09:19:15
48.871012,2.345277,111.52,2009-04-27 09:19:18
48.871005,2.345283,108.02,2009-04-27 09:19:20
48.871014,2.345299,302.29,2009-04-27 09:19:25
48.871034,2.345365,-8.09,2009-04-27 09:19:30
48.87102,2.345369,-249.39,2009-04-27 09:19:35
48.87105,2.345488,-20.09,2009-04-27 09:19:40
48.871041,2.345505,293.77,2009-04-27 09:19:45
48.871037,2.345489,92.1,2009-04-27 09:19:50
48.871035,2.345482,52.36,2009-04-27 09:19:55
48.871035,2.345482,-115.81,2009-04-27 09:19:58
48.87103,2.345481,72.4,2009-04-27 09:20:00
48.862205,2.336644,151.02,2009-04-27 09:35:44
48.862297,2.336498,-190.52,2009-04-27 09:35:45
48.862329,2.336551,-15.57,2009-04-27 09:35:46
48.862261,2.336558,-328.6,2009-04-27 09:35:51
48.862283,2.336646,203.97,2009-04-27 09:35:56
48.862279,2.336656,133.59,2009-04-27 09:36:01
48.862323,2.336706,261.37,2009-04-27 09:36:06
48.862291,2.33677,845.08,2009-04-27 09:36:11
48.862291,2.33677,173.16,2009-04-27 09:36:14
48.862298,2.336768,167.25,2009-04-27 09:36:16
48.862288,2.336782,-164.25,2009-04-27 09:36:21
48.862274,2.336773,9.87,2009-04-27 09:36:26
48.862274,2.336773,129.44,2009-04-27 09:36:29
48.862272,2.336775,177.74,2009-04-27 09:36:31
48.862285,2.336788,242.15,2009-04-27 09:36:36
48.862285,2.336788,-401.61,2009-04-27 09:36:39
48.862288,2.336785,-286.68,2009-04-27 09:36:41
48.862301,2.336753,-13.16,2009-04-27 09:36:46
48.862307,2.336744,-431.74,2009-04-27 09:36:51
48.862319,2.336743,-61.87,2009-04-27 09:36:56
48.862345,2.336724,-608.24,2009-04-27 09:37:01
48.862351,2.336699,397.96,2009-04-27 09:37:06
48.862351,2.336699,-223.13,2009-04-27 09:37:09
48.862352,2.336695,-694.84,2009-04-27 09:37:11
48.862385,2.336743,549.29,2009-04-27 09:37:16
48.862414,2.336778,246.55,2009-04-27 09:37:21
48.862467,2.336779,-111.21,2009-04-27 09:37:26
48.862468,2.336757,207.68,2009-04-27 09:37:31
48.862764,2.336053,-39.9,2009-04-27 09:37:57
48.862744,2.336079,470.18,2009-04-27 09:38:02
48.862548,2.336339,-32.75,2009-04-27 09:38:03
48.862453,2.336475,-79.94,2009-04-27 09:38:04
48.862385,2.336578,-101.09,2009-04-27 09:38:05
48.862317,2.336676,83.48,2009-04-27 09:38:06
48.862196,2.336647,-154.9,2009-04-27 09:38:08
48.862098,2.336645,-133.37,2009-04-27 09:38:12
48.862021,2.336704,92.87,2009-04-27 09:38:17
48.861982,2.336764,-114.95,2009-04-27 09:38:22
48.861944,2.336786,309.91,2009-04-27 09:38:27
48.861911,2.336749,543.78,2009-04-27 09:38:32
48.861856,2.336632,169.97,2009-04-27 09:38:36
48.861812,2.336491,179.09,2009-04-27 09:38:39
48.861758,2.33636,23.49,2009-04-27 09:38:43
48.861709,2.336214,-32.9,2009-04-27 09:38:44
48.861614,2.336151,72.42,2009-04-27 09:38:46
48.86155,2.3361,527.62,2009-04-27 09:38:51
48.861523,2.336073,6.02,2009-04-27 09:38:56
48.861512,2.336094,182.06,2009-04-27 09:39:01
48.861491,2.336109,-155.09,2009-04-27 09:39:06
48.861517,2.336154,-11.9,2009-04-27 09:39:11
48.861492,2.336142,137.01,2009-04-27 09:39:16
48.861436,2.336112,68.13,2009-04-27 09:39:21
48.861407,2.336103,-209.12,2009-04-27 09:39:26
48.861359,2.336118,357.75,2009-04-27 09:39:31
48.861348,2.336101,55.85,2009-04-27 09:39:36
48.861352,2.336092,209.67,2009-04-27 09:39:41
48.861352,2.336092,20.96,2009-04-27 09:39:44
48.861353,2.336099,-430.95,2009-04-27 09:39:46
48.861378,2.336106,117.14,2009-04-27 09:39:51
48.86139,2.336188,-131.33,2009-04-27 09:39:56
48.86134,2.336229,-462.8,2009-04-27 09:40:01
48.861271,2.336195,71.56,2009-04-27 09:40:06
48.86128,2.336238,-6.68,2009-04-27 09:40:11
48.86128,2.336235,-221.97,2009-04-27 09:40:16
48.86128,2.336243,-389.23,2009-04-27 09:40:21
48.861278,2.336244,591.99,2009-04-27 09:40:26
48.861208,2.336579,-515.19,2009-04-27 09:52:26
48.861284,2.336654,140.09,2009-04-27 09:52:28
48.861337,2.336651,438.77,2009-04-27 09:52:33
48.861351,2.33658,-276.43,2009-04-27 09:52:38
48.861317,2.336646,-82.24,2009-04-27 09:52:43
48.861309,2.336642,-119.6,2009-04-27 09:52:48
48.861302,2.336637,-304.56,2009-04-27 09:52:53
48.861296,2.336633,316.34,2009-04-27 09:52:58
48.861289,2.33663,-202.91,2009-04-27 09:53:03
48.861284,2.336625,-530.04,2009-04-27 09:53:08
48.861279,2.336622,-53.4,2009-04-27 09:53:13
48.861273,2.336622,-45.89,2009-04-27 09:53:18
48.861269,2.336623,-337.28,2009-04-27 09:53:23
48.861268,2.336621,94.08,2009-04-27 09:53:28
48.861267,2.336616,73.15,2009-04-27 09:53:33
48.861267,2.336616,-3.59,2009-04-27 09:53:36
48.861265,2.336608,-551.26,2009-04-27 09:53:38
48.861262,2.336597,7.4,2009-04-27 09:53:43
48.86126,2.336588,54.34,2009-04-27 09:53:48
48.86126,2.336588,-304.11,2009-04-27 09:53:51
48.861261,2.336581,527.31,2009-04-27 09:53:53
48.86126,2.336571,-204.68,2009-04-27 09:53:58
48.861257,2.33656,-119.74,2009-04-27 09:54:03
48.861257,2.33656,-451.59,2009-04-27 09:54:06
48.861253,2.336552,213.71,2009-04-27 09:54:08
48.86125,2.336541,350.61,2009-04-27 09:54:13
48.861246,2.336533,-254.13,2009-04-27 09:54:18
48.861242,2.336536,338.64,2009-04-27 09:54:23
48.861238,2.336541,339.29,2009-04-27 09:54:28
48.861231,2.336542,-26.8,2009-04-27 09:54:33
48.861225,2.336544,-305.35,2009-04-27 09:54:38
48.861225,2.336544,112.35,2009-04-27 09:54:41
48.861217,2.336548,-235.33,2009-04-27 09:54:43
48.861213,2.336561,-142.44,2009-04-27 09:54:48
48.861213,2.336561,-257.98,2009-04-27 09:54:51
48.86122,2.336565,78.5,2009-04-27 09:54:53
48.86123,2.336547,-324.9,2009-04-27 09:54:58
48.861227,2.336516,50.91,2009-04-27 09:55:03
48.86122,2.336507,-71.82,2009-04-27 09:55:08
48.86121,2.336504,-210.37,2009-04-27 09:55:13
48.861228,2.336494,182.64,2009-04-27 09:55:18
48.861227,2.33649,145.73,2009-04-27 09:55:23
48.861223,2.336491,-618.14,2009-04-27 09:55:28
48.861218,2.336497,406.47,2009-04-27 09:55:33
48.861218,2.336497,-263.1,2009-04-27 09:55:36
48.861219,2.336498,-278.22,2009-04-27 09:55:38
48.861232,2.33653,-490.00,2009-04-27 09:55:43
48.861238,2.336535,-242.44,2009-04-27 09:55:48
48.861238,2.336535,-274.78,2009-04-27 09:55:51
48.861239,2.336538,-47.6,2009-04-27 09:55:53
48.861246,2.33655,29.19,2009-04-27 09:55:58
48.861306,2.336606,212.33,2009-04-27 09:56:03
48.861282,2.336604,405.04,2009-04-27 09:56:08
48.861296,2.336619,240.74,2009-04-27 09:56:13
48.861296,2.336619,-180.05,2009-04-27 09:56:16
48.861296,2.336614,51.18,2009-04-27 09:56:18
48.861286,2.336602,-160.41,2009-04-27 09:56:23
48.861278,2.336599,-80.98,2009-04-27 09:56:28
48.861272,2.3366,-408.07,2009-04-27 09:56:33
48.861272,2.3366,116.81,2009-04-27 09:56:36
48.861266,2.336607,-44.37,2009-04-27 09:56:38
48.861256,2.33661,95.06,2009-04-27 09:56:43
48.861256,2.33661,-79.79,2009-04-27 09:56:46
48.861249,2.336608,252.52,2009-04-27 09:56:48
48.86124,2.336603,-583.06,2009-04-27 09:56:53
48.86124,2.336599,49.24,2009-04-27 09:56:58
48.86124,2.336601,-274.15,2009-04-27 09:57:03
48.86124,2.3366,176.31,2009-04-27 09:57:08
48.861239,2.336599,-27.91,2009-04-27 09:57:13
48.86124,2.336598,101.04,2009-04-27 09:57:18
48.86124,2.336601,-54.76,2009-04-27 09:57:23
48.86124,2.336602,-339.88,2009-04-27 09:57:28
48.861241,2.336602,-334.08,2009-04-27 09:57:33
48.86124,2.3366,-385.14,2009-04-27 09:57:38
48.861241,2.336599,-284.29,2009-04-27 09:57:43
48.86124,2.336597,-366.22,2009-04-27 09:57:48
48.86124,2.336596,-127.61,2009-04-27 09:57:53
48.861239,2.336594,-121.33,2009-04-27 09:57:58
48.861239,2.336593,168.09,2009-04-27 09:58:03
48.861236,2.336592,2.71,2009-04-27 09:58:08
48.861236,2.336591,-290.79,2009-04-27 09:58:13
48.861235,2.336591,34.85,2009-04-27 09:58:18
48.861234,2.336591,-310.15,2009-04-27 09:58:23
48.861234,2.33659,170.91,2009-04-27 09:58:28
48.861233,2.336591,49.54,2009-04-27 09:58:33
48.861233,2.33659,-73.21,2009-04-27 09:58:38
48.861233,2.336589,-270.17,2009-04-27 09:58:43
48.861233,2.336588,428.35,2009-04-27 09:58:48
48.861233,2.336588,-177.74,2009-04-27 09:58:53
48.861234,2.336588,134.78,2009-04-27 09:58:58
48.861234,2.336587,-45.52,2009-04-27 09:59:03
48.861234,2.336587,517.17,2009-04-27 09:59:08
48.861233,2.336586,-489.00,2009-04-27 09:59:13
48.861233,2.336585,188.89,2009-04-27 09:59:18
48.861233,2.336584,-197.47,2009-04-27 09:59:23
48.861233,2.336583,243.33,2009-04-27 09:59:28
48.861232,2.336582,91.87,2009-04-27 09:59:33
48.861233,2.336581,-27.09,2009-04-27 09:59:38
48.861232,2.336581,128.99,2009-04-27 09:59:43
48.861232,2.336581,-2.93,2009-04-27 09:59:48
48.861232,2.33658,52.67,2009-04-27 09:59:53
48.861231,2.336579,152.31,2009-04-27 09:59:58
48.861231,2.336579,42.69,2009-04-27 10:00:03
48.861231,2.336579,274.76,2009-04-27 10:00:08
48.861231,2.336578,297.29,2009-04-27 10:00:13
48.861231,2.336578,-269.17,2009-04-27 10:00:18
48.86123,2.336577,96.57,2009-04-27 10:00:23
48.86123,2.336577,189.73,2009-04-27 10:00:28
48.86123,2.336576,194.6,2009-04-27 10:00:33
48.86123,2.336576,-130.22,2009-04-27 10:00:38
48.86123,2.336576,342.98,2009-04-27 10:00:43
48.86123,2.336576,-114.37,2009-04-27 10:00:48
48.86123,2.336576,-152.77,2009-04-27 10:00:53
48.86123,2.336575,110.94,2009-04-27 10:00:58
48.86123,2.336575,-217.92,2009-04-27 10:01:03
48.86123,2.336573,282.19,2009-04-27 10:01:08
48.861229,2.336569,234.74,2009-04-27 10:01:13
48.861229,2.336566,51.27,2009-04-27 10:01:18
48.861229,2.336565,52.13,2009-04-27 10:01:23
48.861229,2.336564,136.42,2009-04-27 10:01:28
48.86123,2.336563,299.72,2009-04-27 10:01:33
48.86123,2.336562,-60.04,2009-04-27 10:01:38
48.86123,2.336562,-353.57,2009-04-27 10:01:43
48.861231,2.336561,-176.2,2009-04-27 10:01:48
48.861231,2.33656,-165.99,2009-04-27 10:01:53
48.861232,2.336561,-89.92,2009-04-27 10:01:58
48.861231,2.336561,-247.05,2009-04-27 10:02:03
48.861231,2.336561,209.64,2009-04-27 10:02:08
48.86123,2.336561,-67.9,2009-04-27 10:02:13
48.86123,2.336561,347.08,2009-04-27 10:02:18
48.86123,2.336561,100.07,2009-04-27 10:02:21
48.86123,2.336562,-331.14,2009-04-27 10:02:23
48.861239,2.336557,161.00,2009-04-27 10:02:28
48.861248,2.336553,-118.72,2009-04-27 10:02:33
48.861246,2.336546,-110.49,2009-04-27 10:02:38
48.861248,2.336551,87.48,2009-04-27 10:02:43
48.861244,2.336551,-31.57,2009-04-27 10:02:48
48.861244,2.33655,-235.4,2009-04-27 10:02:53
48.861244,2.336549,93.76,2009-04-27 10:02:58
48.861244,2.336548,-130.76,2009-04-27 10:03:03
48.861244,2.336547,-51.79,2009-04-27 10:03:08
48.861243,2.336547,122.35,2009-04-27 10:03:13
48.861243,2.336547,148.13,2009-04-27 10:03:18
48.861244,2.336546,275.46,2009-04-27 10:03:23
48.861244,2.336546,125.89,2009-04-27 10:03:28
48.861243,2.336546,127.2,2009-04-27 10:03:33
48.861243,2.336546,181.64,2009-04-27 10:03:38
48.861243,2.336545,-199.06,2009-04-27 10:03:43
48.861243,2.336545,163.66,2009-04-27 10:03:48
48.861243,2.336545,158.48,2009-04-27 10:03:53
48.861244,2.336545,3.05,2009-04-27 10:03:58
48.861243,2.336545,430.19,2009-04-27 10:04:03
48.861242,2.336546,-492.11,2009-04-27 10:04:08
48.861241,2.336546,-54.37,2009-04-27 10:04:13
48.861241,2.336546,60.79,2009-04-27 10:04:18
48.861319,2.336218,-285.22,2009-04-27 10:10:38
48.861375,2.336103,127.44,2009-04-27 10:10:43
48.861399,2.336044,9.39,2009-04-27 10:10:48
48.861416,2.335963,18.76,2009-04-27 10:10:53
48.861413,2.335927,-11.26,2009-04-27 10:10:58
48.861428,2.335834,-181.97,2009-04-27 10:11:03
48.861471,2.335776,-5.81,2009-04-27 10:11:08
48.861501,2.33564,-177.46,2009-04-27 10:11:13
48.8615,2.33556,-134.51,2009-04-27 10:11:18
48.86142,2.335582,-120.97,2009-04-27 10:11:23
48.86142,2.335582,622.33,2009-04-27 10:11:26
48.861425,2.335585,246.69,2009-04-27 10:11:28
48.861418,2.335557,66.41,2009-04-27 10:11:33
48.861402,2.335547,216.7,2009-04-27 10:11:38
48.861419,2.335558,174.87,2009-04-27 10:11:43
48.861473,2.335534,-334.99,2009-04-27 10:11:48
48.861472,2.335522,229.82,2009-04-27 10:11:53
48.861474,2.335551,142.62,2009-04-27 10:11:58
48.861483,2.335546,-114.03,2009-04-27 10:12:03
48.861489,2.33555,-72.57,2009-04-27 10:12:08
48.861489,2.33555,217.61,2009-04-27 10:12:11
48.861491,2.335554,176.59,2009-04-27 10:12:13
48.861489,2.335563,-168.95,2009-04-27 10:12:18
48.861489,2.335563,-295.83,2009-04-27 10:12:21
48.861487,2.33556,-141.35,2009-04-27 10:12:23
48.861441,2.335541,-159.49,2009-04-27 10:12:28
48.86141,2.335545,-142.28,2009-04-27 10:12:33
48.861396,2.335531,11.71,2009-04-27 10:12:38
48.861393,2.33553,-164.7,2009-04-27 10:12:43
48.861388,2.335531,158.14,2009-04-27 10:12:48
48.861388,2.335531,337.75,2009-04-27 10:12:51
48.86139,2.335529,696.26,2009-04-27 10:12:53
48.861416,2.335523,2.28,2009-04-27 10:12:58
48.861413,2.335528,-56.64,2009-04-27 10:13:03
48.861414,2.335523,-508.97,2009-04-27 10:13:08
48.861416,2.335522,1.78,2009-04-27 10:13:13
48.861417,2.335522,-73.03,2009-04-27 10:13:18
48.861417,2.335521,424.53,2009-04-27 10:13:23
48.861418,2.33552,-783.12,2009-04-27 10:13:28
48.861418,2.33552,-68.6,2009-04-27 10:13:33
48.861417,2.33552,-38.88,2009-04-27 10:13:38
48.861418,2.33552,266.6,2009-04-27 10:13:43
48.861418,2.335518,-537.09,2009-04-27 10:13:48
48.861418,2.335517,31.97,2009-04-27 10:13:53
48.861418,2.335516,-650.19,2009-04-27 10:13:58
48.861418,2.335516,90.14,2009-04-27 10:14:03
48.861418,2.335517,127.2,2009-04-27 10:14:08
48.861418,2.335517,-126.8,2009-04-27 10:14:13
48.861418,2.335516,374.52,2009-04-27 10:14:18
48.861419,2.335516,-330.06,2009-04-27 10:14:23
48.861419,2.335516,-100.63,2009-04-27 10:14:28
48.861419,2.335516,94.34,2009-04-27 10:14:33
48.861419,2.335516,137.5,2009-04-27 10:14:36
48.861418,2.335514,-92.13,2009-04-27 10:14:38
48.861352,2.335454,2.48,2009-04-27 10:14:43
48.861325,2.335401,131.62,2009-04-27 10:14:48
48.861259,2.335443,645.99,2009-04-27 10:14:53
48.86122,2.335483,59.47,2009-04-27 10:14:58
48.861192,2.335521,-64.18,2009-04-27 10:15:03
48.861157,2.335544,133.65,2009-04-27 10:15:08
48.861125,2.335508,366.86,2009-04-27 10:15:13
48.861087,2.335494,124.93,2009-04-27 10:15:18
48.861091,2.33546,237.27,2009-04-27 10:15:23
