X,Y,Date (UTC),Time (UTC),Latitude,Longitude,field_5
1687650.042665112297982,246144.679594915884081,17-Jan-2009,20:28:40,47.66756667,-122.1022667,
1687650.042665112297982,246144.679594915884081,17-Jan-2009,20:28:41,47.66756667,-122.1022667,
1687650.042665112297982,246144.679594915884081,17-Jan-2009,20:28:42,47.66756667,-122.1022667,
1687650.042665112297982,246144.679594915884081,17-Jan-2009,20:28:43,47.66756667,-122.1022667,
1687650.042665112297982,246144.679594915884081,17-Jan-2009,20:28:44,47.66756667,-122.1022667,
1687650.042665112297982,246144.679594915884081,17-Jan-2009,20:28:45,47.66756667,-122.1022667,
1687650.042665112297982,246144.679594915884081,17-Jan-2009,20:28:46,47.66756667,-122.1022667,
1687650.042665112297982,246144.679594915884081,17-Jan-2009,20:28:47,47.66756667,-122.1022667,
1687650.042665112297982,246144.679594915884081,17-Jan-2009,20:28:48,47.66756667,-122.1022667,
1687650.042665112297982,246144.679594915884081,17-Jan-2009,20:28:49,47.66756667,-122.1022667,
1687650.042665112297982,246144.679594915884081,17-Jan-2009,20:28:50,47.66756667,-122.1022667,
1687650.042665112297982,246144.679594915884081,17-Jan-2009,20:28:51,47.66756667,-122.1022667,
1687650.042665112297982,246144.679594915884081,17-Jan-2009,20:28:52,47.66756667,-122.1022667,
1687650.042665112297982,246144.679594915884081,17-Jan-2009,20:28:53,47.66756667,-122.1022667,
1687650.042665112297982,246144.679594915884081,17-Jan-2009,20:28:54,47.66756667,-122.1022667,
1687650.042665112297982,246144.679594915884081,17-Jan-2009,20:28:55,47.66756667,-122.1022667,
1687650.042665112297982,246144.679594915884081,17-Jan-2009,20:28:56,47.66756667,-122.1022667,
1687650.042665112297982,246144.679594915884081,17-Jan-2009,20:28:57,47.66756667,-122.1022667,
1687650.042665112297982,246144.679594915884081,17-Jan-2009,20:28:58,47.66756667,-122.1022667,
1687650.042665112297982,246144.679594915884081,17-Jan-2009,20:28:59,47.66756667,-122.1022667,
1687650.042665112297982,246144.679594915884081,17-Jan-2009,20:29:00,47.66756667,-122.1022667,
1687650.042665112297982,246144.679594915884081,17-Jan-2009,20:29:01,47.66756667,-122.1022667,
1687650.042665112297982,246144.679594915884081,17-Jan-2009,20:29:02,47.66756667,-122.1022667,
1687650.042665112297982,246144.679594915884081,17-Jan-2009,20:29:03,47.66756667,-122.1022667,
1687650.042665112297982,246144.679594915884081,17-Jan-2009,20:29:04,47.66756667,-122.1022667,
1687650.042665112297982,246144.679594915884081,17-Jan-2009,20:29:05,47.66756667,-122.1022667,
1687650.042665112297982,246144.679594915884081,17-Jan-2009,20:29:06,47.66756667,-122.1022667,
1687650.042665112297982,246144.679594915884081,17-Jan-2009,20:29:07,47.66756667,-122.1022667,
1687650.042665112297982,246144.679594915884081,17-Jan-2009,20:29:08,47.66756667,-122.1022667,
1687650.042665112297982,246144.679594915884081,17-Jan-2009,20:29:09,47.66756667,-122.1022667,
1687650.042665112297982,246144.679594915884081,17-Jan-2009,20:29:10,47.66756667,-122.1022667,
1687650.042665112297982,246144.679594915884081,17-Jan-2009,20:29:11,47.66756667,-122.1022667,
1687650.042665112297982,246144.679594915884081,17-Jan-2009,20:29:12,47.66756667,-122.1022667,
1687650.042665112297982,246144.679594915884081,17-Jan-2009,20:29:13,47.66756667,-122.1022667,
1687650.042665112297982,246144.679594915884081,17-Jan-2009,20:29:14,47.66756667,-122.1022667,
1687650.042665112297982,246144.679594915884081,17-Jan-2009,20:29:15,47.66756667,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:16,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:17,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:18,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:19,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:20,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:21,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:22,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:23,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:24,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:25,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:26,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:27,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:28,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:29,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:30,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:31,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:32,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:33,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:34,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:35,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:36,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:37,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:38,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:39,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:40,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:41,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:42,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:43,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:44,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:45,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:46,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:47,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:48,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:49,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:50,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:51,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:52,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:53,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:54,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:55,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:29:56,47.66758333,-122.1022667,
1687646.053168625803664,246150.823211174632888,17-Jan-2009,20:29:57,47.66758333,-122.1022833,
1687646.053168625803664,246150.823211174632888,17-Jan-2009,20:29:58,47.66758333,-122.1022833,
1687646.053168625803664,246150.823211174632888,17-Jan-2009,20:29:59,47.66758333,-122.1022833,
1687646.053168625803664,246150.823211174632888,17-Jan-2009,20:30:00,47.66758333,-122.1022833,
1687646.053168625803664,246150.823211174632888,17-Jan-2009,20:30:01,47.66758333,-122.1022833,
1687646.053168625803664,246150.823211174632888,17-Jan-2009,20:30:02,47.66758333,-122.1022833,
1687646.053168625803664,246150.823211174632888,17-Jan-2009,20:30:03,47.66758333,-122.1022833,
1687646.053168625803664,246150.823211174632888,17-Jan-2009,20:30:04,47.66758333,-122.1022833,
1687646.053168625803664,246150.823211174632888,17-Jan-2009,20:30:05,47.66758333,-122.1022833,
1687646.053168625803664,246150.823211174632888,17-Jan-2009,20:30:06,47.66758333,-122.1022833,
1687646.053168625803664,246150.823211174632888,17-Jan-2009,20:30:07,47.66758333,-122.1022833,
1687646.053168625803664,246150.823211174632888,17-Jan-2009,20:30:08,47.66758333,-122.1022833,
1687646.053168625803664,246150.823211174632888,17-Jan-2009,20:30:09,47.66758333,-122.1022833,
1687646.053168625803664,246150.823211174632888,17-Jan-2009,20:30:10,47.66758333,-122.1022833,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:30:11,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:30:12,47.66758333,-122.1022667,
1687650.142838842235506,246150.755797324789455,17-Jan-2009,20:30:13,47.66758333,-122.1022667,
1687662.561352622229606,246156.632598544674693,17-Jan-2009,20:30:14,47.6676,-122.1022167,
1687675.080024499911815,246168.585610467358492,17-Jan-2009,20:30:15,47.66763333,-122.1021667,
1687683.509077051188797,246180.609683638380375,17-Jan-2009,20:30:16,47.66766667,-122.1021333,
1687692.11380381253548,246204.786571977689164,17-Jan-2009,20:30:17,47.66773333,-122.1021,
1687688.40033673029393,246229.170135017571738,17-Jan-2009,20:30:18,47.6678,-122.1021167,
1687672.393299559596926,246253.756326683214866,17-Jan-2009,20:30:19,47.66786667,-122.1021833,
1687652.247328949626535,246278.407109369407408,17-Jan-2009,20:30:20,47.66793333,-122.1022667,
1687619.807922847103328,246303.264222580648493,17-Jan-2009,20:30:21,47.668,-122.1024,
1687587.468796509085223,246334.197593424003571,17-Jan-2009,20:30:22,47.66808333,-122.1025333,
1687555.105200045974925,246365.135072811594,17-Jan-2009,20:30:23,47.66816667,-122.1026667,
1687514.662693305872381,246402.283692661323585,17-Jan-2009,20:30:24,47.66826667,-122.1028333,
1687474.095417781267315,246433.352956311893649,17-Jan-2009,20:30:25,47.66835,-122.103,
1687429.538978601340204,246470.5696157629136,17-Jan-2009,20:30:26,47.66845,-122.1031833,
1687384.958078505005687,246507.786786325421417,17-Jan-2009,20:30:27,47.66855,-122.1033667,
1687336.287768364651129,246545.071542241232237,17-Jan-2009,20:30:28,47.66865,-122.1035667,
1687287.5172974166926,246576.276575240015518,17-Jan-2009,20:30:29,47.66873333,-122.1037667,
1687238.747046456672251,246607.485380794561934,17-Jan-2009,20:30:30,47.66881667,-122.1039667,
1687185.887329932302237,246638.758177554787835,17-Jan-2009,20:30:31,47.6689,-122.1041833,
1687133.103552839253098,246676.111375374690397,17-Jan-2009,20:30:32,47.669,-122.1044,
1687084.333750295219943,246707.316930729430169,17-Jan-2009,20:30:33,47.66908333,-122.1046,
1687039.879151644883677,246750.614352168515325,17-Jan-2009,20:30:34,47.6692,-122.1047833,
1687003.728840214665979,246799.852562801446766,17-Jan-2009,20:30:35,47.66933333,-122.1049333,
1686971.768693711375818,246855.10312853884534,17-Jan-2009,20:30:36,47.66948333,-122.1050667,
1686948.1374845453538,246916.297649141313741,17-Jan-2009,20:30:37,47.66965,-122.1051667,
1686920.416941375937313,246977.559769598708954,17-Jan-2009,20:30:38,47.66981667,-122.1052833,
1686896.786001535598189,247038.750707421160769,17-Jan-2009,20:30:39,47.66998333,-122.1053833,
1686873.255767679773271,247106.025167870306177,17-Jan-2009,20:30:40,47.67016667,-122.1054833,
1686849.62515214132145,247167.216164923564065,17-Jan-2009,20:30:41,47.67033333,-122.1055833,
1686829.983691323082894,247222.263402699871222,17-Jan-2009,20:30:42,47.67048333,-122.1056667,
1686798.149943672353402,247283.593700570461806,17-Jan-2009,20:30:43,47.67065,-122.1058,
1686762.001310412073508,247332.832372948527336,17-Jan-2009,20:30:44,47.67078333,-122.10595,
1686717.448405183153227,247370.050705444038613,17-Jan-2009,20:30:45,47.67088333,-122.1061333,
1686660.352517334744334,247395.317198167438619,17-Jan-2009,20:30:46,47.67095,-122.1063667,
1686603.080263376003131,247408.423766398569569,17-Jan-2009,20:30:47,47.67098333,-122.1066,
1686541.492924133082852,247409.442525897116866,17-Jan-2009,20:30:48,47.67098333,-122.10685,
1686483.818455144297332,247398.237372369505465,17-Jan-2009,20:30:49,47.67095,-122.1070833,
1686425.817444638349116,247368.796919000538765,17-Jan-2009,20:30:50,47.67086667,-122.1073167,
1686384.07116002147086,247326.924574108183151,17-Jan-2009,20:30:51,47.67075,-122.1074833,
1686342.098801548825577,247272.896690715453587,17-Jan-2009,20:30:52,47.6706,-122.10765,
1686316.457208386389539,247212.517024117667461,17-Jan-2009,20:30:53,47.67043333,-122.10775,
1686290.916132205864415,247158.21723525490961,17-Jan-2009,20:30:54,47.67028333,-122.10785,
1686269.388394678942859,247097.77316670602886,17-Jan-2009,20:30:55,47.67011667,-122.1079333,
1686239.632236307952553,247037.461724952619988,17-Jan-2009,20:30:56,47.66995,-122.10805,
1686213.99002243950963,246977.082199031312484,17-Jan-2009,20:30:57,47.66978333,-122.10815,
1686184.233570966403931,246916.774492506257957,17-Jan-2009,20:30:58,47.66961667,-122.1082667,
1686162.705183674581349,246856.326900006271899,17-Jan-2009,20:30:59,47.66945,-122.10835,
1686132.948331346735358,246796.015627888438758,17-Jan-2009,20:31:00,47.66928333,-122.1084667,
1686107.305536235915497,246735.639895576052368,17-Jan-2009,20:31:01,47.66911667,-122.1085667,
1686077.572966284118593,246675.32830336765619,17-Jan-2009,20:31:02,47.66895,-122.1086833,
1686043.701371022034436,246615.08533410372911,17-Jan-2009,20:31:03,47.66878333,-122.1088167,
1686001.650460416218266,246554.981609172362369,17-Jan-2009,20:31:04,47.66861667,-122.1089833,
1685951.471542978892103,246501.090545561863109,17-Jan-2009,20:31:05,47.66846667,-122.1091833,
1685901.292343840235844,246447.199615344463382,17-Jan-2009,20:31:06,47.66831667,-122.1093833,
1685838.895490893861279,246399.589236010127934,17-Jan-2009,20:31:07,47.66818333,-122.1096333,
1685776.498386378167197,246351.982709761796286,17-Jan-2009,20:31:08,47.66805,-122.1098833,
1685709.986696352018043,246304.444629487930797,17-Jan-2009,20:31:09,47.66791667,-122.11015,
1685647.588896965608001,246256.834881448303349,17-Jan-2009,20:31:10,47.66778333,-122.1104,
1685577.087791905505583,246215.444952630001353,17-Jan-2009,20:31:11,47.66766667,-122.1106833,
1685506.561681363964453,246174.052048185578315,17-Jan-2009,20:31:12,47.66755,-122.1109667,
1685432.046531741274521,246138.807135097973514,17-Jan-2009,20:31:13,47.66745,-122.1112667,
1685353.542391251772642,246109.710260278021451,17-Jan-2009,20:31:14,47.66736667,-122.1115833,
1685275.114302746253088,246086.69030901271617,17-Jan-2009,20:31:15,47.6673,-122.1119,
1685192.596330875065178,246063.738625541387592,17-Jan-2009,20:31:16,47.66723333,-122.1122333,
1685110.255610107677057,246052.94738123533898,17-Jan-2009,20:31:17,47.6672,-122.1125667,
1685019.735402996884659,246042.292454563052161,17-Jan-2009,20:31:18,47.66716667,-122.1129333,
1684933.405825211899355,246037.646147269639187,17-Jan-2009,20:31:19,47.66715,-122.1132833,
1684843.062997973524034,246039.148495041474234,17-Jan-2009,20:31:20,47.66715,-122.11365,
1684752.720177911454812,246040.651273304014467,17-Jan-2009,20:31:21,47.66715,-122.1140167,
1684658.287671430036426,246042.222540397604462,17-Jan-2009,20:31:22,47.66715,-122.1144,
1684563.855172786395997,246043.794277829991188,17-Jan-2009,20:31:23,47.66715,-122.1147833,
1684473.61362464283593,246051.378218067111447,17-Jan-2009,20:31:24,47.66716667,-122.11515,
1684383.270862806355581,246052.882756706851069,17-Jan-2009,20:31:25,47.66716667,-122.1155167,
1684288.838417217135429,246054.455863873823546,17-Jan-2009,20:31:26,47.66716667,-122.1159,
1684194.405979468487203,246056.029441374965245,17-Jan-2009,20:31:27,47.66716667,-122.1162833,
1684095.859222635859624,246057.672079606156331,17-Jan-2009,20:31:28,47.66716667,-122.1166833,
1684005.617829585680738,246065.254599973210134,17-Jan-2009,20:31:29,47.66718333,-122.11705,
1683915.275133844930679,246066.761368569132173,17-Jan-2009,20:31:30,47.66718333,-122.1174167,
1683820.84275735123083,246068.336806629929924,17-Jan-2009,20:31:31,47.66718333,-122.1178,
1683730.500076314201578,246069.84445566649083,17-Jan-2009,20:31:32,47.66718333,-122.1181667,
1683631.953391259303316,246071.489505094010383,17-Jan-2009,20:31:33,47.66718333,-122.1185667,
1683537.622587743448094,246079.146180543961236,17-Jan-2009,20:31:34,47.6672,-122.11895,
1683447.279958177590743,246080.655179084453266,17-Jan-2009,20:31:35,47.6672,-122.1193167,
1683352.847650855313987,246082.232948043674696,17-Jan-2009,20:31:36,47.6672,-122.1197,
1683262.505036002025008,246083.742827031848719,17-Jan-2009,20:31:37,47.6672,-122.1200667,
1683168.072744062868878,246085.321516296098707,17-Jan-2009,20:31:38,47.6672,-122.12045,
1683073.640460004564375,246086.900675885146484,17-Jan-2009,20:31:39,47.6672,-122.1208333,
1682983.399594246177003,246094.491708388988627,17-Jan-2009,20:31:40,47.66721667,-122.1212,
1682893.057037769351155,246096.00334774737712,17-Jan-2009,20:31:41,47.66721667,-122.1215667,
1682802.739125143038109,246097.515005180495791,17-Jan-2009,20:31:42,47.66721667,-122.1219333,
1682712.396583082387224,246099.027505383011885,17-Jan-2009,20:31:43,47.66721667,-122.1223,
1682622.155829638941213,246106.616609941789648,17-Jan-2009,20:31:44,47.66723333,-122.1226667,
1682531.837967522908002,246108.129557831562124,17-Jan-2009,20:31:45,47.66723333,-122.1230333,
1682441.597376324469224,246115.723168855707627,17-Jan-2009,20:31:46,47.66725,-122.1234,
1682347.267174097010866,246123.385766171239084,17-Jan-2009,20:31:47,47.66726667,-122.1237833,
1682261.140964509686455,246130.907618983910652,17-Jan-2009,20:31:48,47.66728333,-122.1241333,
1682170.900568436365575,246138.502518243709346,17-Jan-2009,20:31:49,47.6673,-122.1245,
1682084.774545173393562,246146.028819264320191,17-Jan-2009,20:31:50,47.66731667,-122.12485,
1681994.432234003208578,246147.544740359327989,17-Jan-2009,20:31:51,47.66731667,-122.1252167,
1681908.204237164929509,246148.992025931860553,17-Jan-2009,20:31:52,47.66731667,-122.1255667,
1681826.090553730493411,246150.370619850320509,17-Jan-2009,20:31:53,47.66731667,-122.1259,
1681735.646136879222468,246145.807957558368798,17-Jan-2009,20:31:54,47.6673,-122.1262667,
1681649.315978247672319,246141.176604602020234,17-Jan-2009,20:31:55,47.66728333,-122.1266167,
1681562.883650723844767,246130.469476960424799,17-Jan-2009,20:31:56,47.66725,-122.1269667,
1681480.463325047167018,246113.613770132651553,17-Jan-2009,20:31:57,47.6672,-122.1273,
1681398.042847680393606,246096.758421798498603,17-Jan-2009,20:31:58,47.66715,-122.1276333,
1681311.507896567462012,246079.97262655972736,17-Jan-2009,20:31:59,47.6671,-122.1279833,
1681228.960187496151775,246057.038614496530499,17-Jan-2009,20:32:00,47.66703333,-122.1283167,
1681150.448991235811263,246027.959151693241438,17-Jan-2009,20:32:01,47.66695,-122.1286333,
1681071.912914015818387,245998.880428995675175,17-Jan-2009,20:32:02,47.66686667,-122.12895,
1680993.376531136222184,245969.798384812194854,17-Jan-2009,20:32:03,47.66678333,-122.1292667,
1680918.851931015728042,245934.571221534890356,17-Jan-2009,20:32:04,47.66668333,-122.1295667,
1680844.327051937347278,245899.344351612380706,17-Jan-2009,20:32:05,47.66658333,-122.1298667,
1680773.916262717684731,245864.048462833830854,17-Jan-2009,20:32:06,47.66648333,-122.13015,
1680703.402816333342344,245822.67667321144836,17-Jan-2009,20:32:07,47.66636667,-122.1304333,
1680641.093136630253866,245781.163231393962633,17-Jan-2009,20:32:08,47.66625,-122.1306833,
1680570.554392847465351,245739.78870488103712,17-Jan-2009,20:32:09,47.66613333,-122.1309667,
1680508.244211523793638,245698.279347752832109,17-Jan-2009,20:32:10,47.66601667,-122.1312167,
1680449.945574779529124,245650.617357834096765,17-Jan-2009,20:32:11,47.66588333,-122.13145,
1680391.646708189509809,245602.959194860362913,17-Jan-2009,20:32:12,47.66575,-122.1316833,
1680333.22034103050828,245549.221819683822105,17-Jan-2009,20:32:13,47.6656,-122.1319167,
1680279.0353206503205,245501.494597046403214,17-Jan-2009,20:32:14,47.66546667,-122.1321333,
1680232.824463188648224,245441.469887089915574,17-Jan-2009,20:32:15,47.6653,-122.1323167,
1680178.536267319694161,245387.66314582907944,17-Jan-2009,20:32:16,47.66515,-122.1325333,
1680132.427458728896454,245333.718488421669463,17-Jan-2009,20:32:17,47.665,-122.1327167,
1680090.457524759927765,245279.704067101614783,17-Jan-2009,20:32:18,47.66485,-122.1328833,
1680052.577225216897205,245225.62068630970316,17-Jan-2009,20:32:19,47.6647,-122.1330333,
1680014.799385783728212,245177.617187255760655,17-Jan-2009,20:32:20,47.66456667,-122.1331833,
1679981.008566091535613,245123.464890220377129,17-Jan-2009,20:32:21,47.66441667,-122.1333167,
1679943.230287589831278,245075.457887483178638,17-Jan-2009,20:32:22,47.66428333,-122.1334667,
1679909.463728098897263,245021.305302752414718,17-Jan-2009,20:32:23,47.66413333,-122.1336,
1679879.684253179701045,244961.007530898961704,17-Jan-2009,20:32:24,47.66396667,-122.1337167,
1679845.814594099996611,244900.775255901971832,17-Jan-2009,20:32:25,47.6638,-122.13385,
1679820.252000797074288,244846.484222783328732,17-Jan-2009,20:32:26,47.66365,-122.13395,
1679790.471923720557243,244786.182945469394326,17-Jan-2009,20:32:27,47.66348333,-122.1340667,
1679768.818207739386708,244719.666496719553834,17-Jan-2009,20:32:28,47.6633,-122.13415,
